WinningHand,NumWinners,FavouredHand,UnfavouredHand,FavouredHandClass,UnfavouredHandClass,FavouredWon,P(FavouredWins),P(FavouredLoses),P(Tie),P(ThisOutcome),Sum(Ps),AllHands,
6c Kc,1, 8d As,6c Kc,A8,K6 s,0,0.589699025407,0.406442430783,0.003858543810,0.406442430783,1.000000000000,6c Kc, 8d As
Qd Jd,1, 6d Ac,Qd Jd,A6,QJ s,0,0.525368158925,0.469821363496,0.004810477579,0.469821363496,1.000000000000,Qd Jd, 6d Ac
9s Jc,1, Js Ts,9s Jc,JT s,J9,0,0.675078140330,0.219566151805,0.105355707865,0.219566151805,1.000000000000,Js Ts, 9s Jc
As Ad,1, As Ad,9c Kh,AA,K9,1,0.859517352059,0.137580709967,0.002901937974,0.859517352059,1.000000000000,As Ad, 9c Kh
Draw,2, Js As,Ah Jc,AJ s,AJ,0,0.071574907259,0.021732122333,0.906692970407,0.906692970407,1.000000000000,Js As, Ah Jc
Tc Qs,1, Jd Jc,Tc Qs,JJ,QT,0,0.709991333315,0.286087633972,0.003921032714,0.286087633972,1.000000000000,Jd Jc, Tc Qs
Ks Ad,1, Ks Ad,8h,AK,87s,1,0.579116208337,0.417115185154,0.003768606509,0.579116208337,1.000000000000,Ks Ad,8h
3d 3c,1, 3d 3c,Th Qs,33,QT,1,0.500710154272,0.490229538680,0.009060307048,0.500710154272,1.000000000000,Th Qs, 3d 3c
5h 0m 5s,1,5h 0m 5s,8s Ad,55,A8,1,0.550312911726,0.445269648380,0.004417439894,0.550312911726,1.000000000000,5h 0m 5s, 8s Ad
4c 4d,1, 4c 4d,7c Kc,44,K7 s,1,0.515339565871,0.477463114026,0.007197320102,0.515339565871,1.000000000000,7c Kc, 4c 4d
Draw,2, 9c Kc,5h Kh,K9 s,K5 s,0,0.598931030938,0.265702819126,0.135366149936,0.135366149936,1.000000000000,9c Kc, 5h Kh
5c 5d,1, 5c 5d,3s Ad,55,A3,1,0.694148936170,0.300416865230,0.005434198600,0.694148936170,1.000000000000,5c 5d, 3s Ad
Ad Tc,1, Ad Tc,3s,AT,43s,1,0.597626940076,0.397613975089,0.004759084835,0.597626940076,1.000000000000,Ad Tc,3s
4c Ac,1, 9c 9h,4c Ac,99,A4 s,0,0.666180771639,0.329096352050,0.004722876312,0.329096352050,1.000000000000,9c 9h, 4c Ac
8d Kh,1, 8d Kh,5c Qh,K8,Q5,1,0.629690171839,0.363423784562,0.006886043600,0.629690171839,1.000000000000,8d Kh, 5c Qh
Ks As,1, Qs Qc,Ks As,QQ,AK s,0,0.538805609284,0.456457498201,0.004736892514,0.456457498201,1.000000000000,Qs Qc, Ks As
Td Ts,1, Td Ts,3h Qs,TT,Q3,1,0.720313682617,0.275192372382,0.004493945000,0.720313682617,1.000000000000,Td Ts, 3h Qs
6d Jh,1, 2s Kc,6d Jh,K2,J6,0,0.584616399892,0.408735247947,0.006648352162,0.408735247947,1.000000000000,6d Jh, 2s Kc
Qh Jd,1, Qh Jd,Jh Td,QJ,JT,1,0.723431703716,0.237216055093,0.039352241191,0.723431703716,1.000000000000,Qh Jd, Jh Td
8d Kd,1, As Jc,8d Kd,AJ,K8 s,0,0.604597080892,0.391341140358,0.004061778750,0.391341140358,1.000000000000,As Jc, 8d Kd
3d 3h,1,3d 3h,Kh 9d,33,K9,1,0.516092936768,0.475871691008,0.008035372224,0.516092936768,1.000000000000,Kh 9d,3d 3h
Ks Ad,1, Ks Ad,4c Tc,AK,T4 s,1,0.624626234594,0.370953989479,0.004419775928,0.624626234594,1.000000000000,Ks Ad, 4c Tc
9d Qd,1, Ah 9h,9d Qd,A9 s,Q9 s,0,0.687848653043,0.293285538082,0.018865808875,0.293285538082,1.000000000000,Ah 9h, 9d Qd
Ad As,1, Ad As,Tc Th,AA,TT,1,0.799348713780,0.197677515208,0.002973771013,0.799348713780,1.000000000000,Ad As, Tc Th
Qc Td,1, Kd Js,Qc Td,KJ,QT,0,0.625037960549,0.368127388595,0.006834650856,0.368127388595,1.000000000000,Kd Js, Qc Td
Jd 7s,1, Ts As,Jd 7s,AT s,J7,0,0.651641881348,0.343722843607,0.004635275045,0.343722843607,1.000000000000,Ts As, Jd 7s
9s Ad,1, 9s Ad,Ts 6s,A9,T6 s,1,0.585439851802,0.409919617077,0.004640531121,0.585439851802,1.000000000000,9s Ad, Ts 6s
8c 8h,1, 8c 8h,Ac Ts,88,AT,1,0.552465566862,0.443963805492,0.003570627646,0.552465566862,1.000000000000,8c 8h, Ac Ts
7c Qs,1, 8c Ad,7c Qs,A8,Q7,0,0.640892621871,0.355221385922,0.003885992207,0.355221385922,1.000000000000,8c Ad, 7c Qs
Draw,2, Kc Qd,Ks Qc,KQ,KQ,0,0.018237415786,0.010891173530,0.970871410684,0.970871410684,1.000000000000,Ks Qc, Kc Qd
6h 0m 6s,1,6h 0m 6s,Qs Jh,66,QJ,1,0.511170329568,0.482812047393,0.006017623039,0.511170329568,1.000000000000,6h 0m 6s, Qs Jh
Kc Kh,1, Kc Kh,Qs Ac,KK,AQ,1,0.712106027902,0.283673343051,0.004220629047,0.712106027902,1.000000000000,Kc Kh, Qs Ac
Qd Qh,1, Qd Qh,3h Jh,QQ,J3 s,1,0.844296923911,0.150935231127,0.004767844962,0.844296923911,1.000000000000,Qd Qh, 3h Jh
Draw,2, Kd Kh,Qh Ah,KK,AQ s,0,0.681927391398,0.313335132079,0.004737476523,0.004737476523,1.000000000000,Kd Kh, Qh Ah
Qs As,1, Qs As,Jh Ac,AQ s,AJ,1,0.723214452574,0.221887585382,0.054897962044,0.723214452574,1.000000000000,Qs As, Jh Ac
Kh 7c,1, Kh 7c,5h,K7,75s,1,0.660319078855,0.301145707772,0.038535213373,0.660319078855,1.000000000000,5h, Kh 7c
9s 9c,1, 9s 9c,Ah Kc,99,AK,1,0.550759094180,0.445329801250,0.003911104570,0.550759094180,1.000000000000,Ah Kc, 9s 9c
Ac Js,1, Qs Qc,Ac Js,QQ,AJ,0,0.715875802428,0.279332992272,0.004791205300,0.279332992272,1.000000000000,Qs Qc, Ac Js
Kc Kd,1, Kc Kd,Qs Qh,KK,QQ,1,0.810524299423,0.185630588961,0.003845111616,0.810524299423,1.000000000000,Kc Kd, Qs Qh
Kh 9d,1, As 7c,Kh 9d,A7,K9,0,0.590606574533,0.406190139134,0.003203286332,0.406190139134,1.000000000000,Kh 9d, As 7c
Kc Td,1, As 6d,Kc Td,A6,KT,0,0.565583564601,0.430302095890,0.004114339510,0.430302095890,1.000000000000,Kc Td, As 6d
Th 7s,1, Qd Kd,Th 7s,KQ s,T7,0,0.676683579551,0.317197763948,0.006118656500,0.317197763948,1.000000000000,Qd Kd, Th 7s
9d Qs,1, 9d Qs,2d,Q9,52s,1,0.621059110999,0.368839294892,0.010101594109,0.621059110999,1.000000000000,9d Qs,2d
7d As,1, 7d As,8s Kh,A7,K8,1,0.607295199918,0.388806543698,0.003898256384,0.607295199918,1.000000000000,7d As, 8s Kh
Ks Jh,1, Ks Jh,Th 8h,KJ,T8 s,1,0.620913108887,0.372072365655,0.007014525458,0.620913108887,1.000000000000,Ks Jh, Th 8h
8d 0h 0m 8s,1,8d 0h 0m 8s,Ah Tc,88,AT,1,0.556921551313,0.440304992571,0.002773456115,0.556921551313,1.000000000000,8d 0h 0m 8s, Ah Tc
Ad 5c,1, Ad 5c,Ac 3h,A5,A3,1,0.334853507321,0.222017235257,0.443129257422,0.334853507321,1.000000000000,Ad 5c, Ac 3h
Qc Ts,1, Qc Ts,2h 0m 2s,QT,22,1,0.500018688270,0.488433128697,0.011548183033,0.500018688270,1.000000000000,Qc Ts,2h 0m 2s
As 9h,1, As 9h,Qs Td,A9,QT,1,0.570903881554,0.424896513703,0.004199604743,0.570903881554,1.000000000000,Qs Td, As 9h
As Jc,1,9d 0h 0m 9s,As Jc,99,AJ,0,0.552707346359,0.443505942870,0.003786710771,0.443505942870,1.000000000000,9d 0h 0m 9s, As Jc
8d 0h 0m 8s,1,8d 0h 0m 8s,Ts As,88,AT s,1,0.526994038442,0.468754964072,0.004250997486,0.526994038442,1.000000000000,Ts As,8d 0h 0m 8s
Kh Ks,1, Kh Ks,Ad Qc,KK,AQ,1,0.714384244854,0.282196385689,0.003419369458,0.714384244854,1.000000000000,Kh Ks, Ad Qc
Ah Kd,1, Ah Kd,Kh Js,AK,KJ,1,0.739272932844,0.249184140199,0.011542926957,0.739272932844,1.000000000000,Ah Kd, Kh Js
Qh Qs,1, Qh Qs,6h,QQ,64s,1,0.795168381315,0.200377386259,0.004454232426,0.795168381315,1.000000000000,Qh Qs,6h
7s 5c,1, 7s 5c,2c 3c,75,32s,1,0.578077841318,0.344585424084,0.077336734599,0.578077841318,1.000000000000,7s 5c, 2c 3c
Qs 6s,1, 9h Kd,Qs 6s,K9,Q6 s,0,0.596686102468,0.397275834198,0.006038063335,0.397275834198,1.000000000000,9h Kd, Qs 6s
As Kd,1, As Kd,Ts Kc,AK,KT,1,0.735977957185,0.252645558265,0.011376484549,0.735977957185,1.000000000000,As Kd, Ts Kc
9d Ac,1, Js Jc,9d Ac,JJ,A9,0,0.715305226175,0.281015520608,0.003679253217,0.281015520608,1.000000000000,Js Jc, 9d Ac
6c Tc,1, Qh 3s,6c Tc,Q3,T6 s,0,0.539432834357,0.451381880788,0.009185284856,0.451381880788,1.000000000000,6c Tc, Qh 3s
Kd Kc,1, Kd Kc,Ad 8s,KK,A8,1,0.711183878564,0.285107667797,0.003708453639,0.711183878564,1.000000000000,Kd Kc, Ad 8s
Jh Ad,1, 5d 5c,Jh Ad,55,AJ,0,0.536998687149,0.458711186799,0.004290126052,0.458711186799,1.000000000000,Jh Ad, 5d 5c
As Kc,1, As Kc,Ad Qc,AK,AQ,1,0.723533905194,0.229671833973,0.046794260832,0.723533905194,1.000000000000,As Kc, Ad Qc
Qh Ad,1, Qh Ad,Jd As,AQ,AJ,1,0.713578313197,0.228422639905,0.057999046898,0.713578313197,1.000000000000,Qh Ad, Jd As
Ad Qd,1, Ad Qd,As 5d,AQ s,A5,1,0.701785430624,0.240723025818,0.057491543558,0.701785430624,1.000000000000,Ad Qd, As 5d
Td Js,1, 7c Ac,Td Js,A7 s,JT,0,0.575447467272,0.420748301703,0.003804231024,0.420748301703,1.000000000000,7c Ac, Td Js
Kh Ac,1, Kd Ks,Kh Ac,KK,AK,0,0.696133980882,0.295976064998,0.007889954120,0.295976064998,1.000000000000,Kd Ks, Kh Ac
Kc Ad,1, Kc Ad,As Qh,AK,AQ,1,0.717210261729,0.236887842346,0.045901895925,0.717210261729,1.000000000000,Kc Ad, As Qh
Kd Kc,1, Kd Kc,Td Qd,KK,QT s,1,0.822484208412,0.172997318233,0.004518473355,0.822484208412,1.000000000000,Kd Kc, Td Qd
6d As,1,5d 0h 0m 5s,6d As,55,A6,0,0.556956591820,0.437640162027,0.005403246153,0.437640162027,1.000000000000,5d 0h 0m 5s, 6d As
Ac 5d,1, Ah 7d,Ac 5d,A7,A5,0,0.478094427158,0.238433128697,0.283472444145,0.238433128697,1.000000000000,Ah 7d, Ac 5d
Ks Kd,1, Ks Kd,9d 0h 0m 9s,KK,99,1,0.812456199366,0.182795811959,0.004747988675,0.812456199366,1.000000000000,Ks Kd,9d 0h 0m 9s
As Qh,1, As Qh,8s Kh,AQ,K8,1,0.644669404498,0.350202417328,0.005128178174,0.644669404498,1.000000000000,As Qh, 8s Kh
Qd Ks,1, Qd Ks,Kc 7c,KQ,K7 s,1,0.664135574057,0.281213499472,0.054650926471,0.664135574057,1.000000000000,Qd Ks, Kc 7c
Qh Qc,1, Qh Qc,7h 7c,QQ,77,1,0.813677945038,0.181831030004,0.004491024958,0.813677945038,1.000000000000,Qh Qc, 7h 7c
Kc Ad,1, Kc Ad,Ah Qs,AK,AQ,1,0.717210261729,0.236887842346,0.045901895925,0.717210261729,1.000000000000,Kc Ad, Ah Qs
Ac Js,1, Ac Js,Ks 9h,AJ,K9,1,0.634550290135,0.361080158663,0.004369551201,0.634550290135,1.000000000000,Ac Js, Ks 9h
Jc Qc,1, Ac Qh,Jc Qc,AQ,QJ s,0,0.691173997141,0.293542501799,0.015283501061,0.293542501799,1.000000000000,Ac Qh, Jc Qc
Tc Ah,1, Tc Ah,6h,AT,76s,1,0.595226081350,0.400247853185,0.004526065465,0.595226081350,1.000000000000,Tc Ah,6h
Kc Qc,1, Kc Qc,Js 8d,KQ s,J8,1,0.680473210365,0.313197306086,0.006329483550,0.680473210365,1.000000000000,Kc Qc, Js 8d
Qc Ah,1, Qc Ah,3s Ac,AQ,A3,1,0.695754959400,0.243415888767,0.060829151833,0.695754959400,1.000000000000,Qc Ah, 3s Ac
Ad Ac,1, Ad Ac,Kd Qs,AA,KQ,1,0.869173347723,0.126752609350,0.004074042927,0.869173347723,1.000000000000,Ad Ac, Kd Qs
Draw,2, Jc Ac,Ad Jd,AJ s,AJ s,0,0.071574907259,0.071574907259,0.856850185481,0.856850185481,1.000000000000,Jc Ac, Ad Jd
Ts Th,1, Ts Th,Qd 5h,TT,Q5,1,0.723661219036,0.272236705632,0.004102075332,0.723661219036,1.000000000000,Ts Th, Qd 5h
Kc Jc,1,7d 7h,Kc Jc,77,KJ s,0,0.508844807931,0.487197366823,0.003957825246,0.487197366823,1.000000000000,Kc Jc,7d 7h
Qh Ad,1, Qh Ad,4d 6h,AQ,64,1,0.637771680730,0.356962315103,0.005266004167,0.637771680730,1.000000000000,Qh Ad,4d 6h
Draw,2, Ts Tc,Td Th,TT,TT,0,0.021734458367,0.021734458367,0.956531083266,0.956531083266,1.000000000000,Ts Tc, Td Th
Js As,1, Js As,8h Ac,AJ s,A8,1,0.703161938534,0.222398008765,0.074440052701,0.703161938534,1.000000000000,Js As, 8h Ac
Ac Ad,1, Ac Ad,7s 7c,AA,77,1,0.803124912399,0.193509446921,0.003365640681,0.803124912399,1.000000000000,Ac Ad, 7s 7c
Ah 7c,1, Ah 7c,Kh Qc,A7,KQ,1,0.573525495473,0.421480648296,0.004993856231,0.573525495473,1.000000000000,Kh Qc, Ah 7c
As Kc,1, Js Jc,As Kc,JJ,AK,0,0.562046225437,0.433089568208,0.004864206356,0.433089568208,1.000000000000,Js Jc, As Kc
8s Qs,1, As 9c,8s Qs,A9,Q8 s,0,0.598705603678,0.396582032163,0.004712364160,0.396582032163,1.000000000000,8s Qs, As 9c
9s Ts,1, 8h Kd,9s Ts,K8,T9 s,0,0.522081359385,0.471785967912,0.006132672703,0.471785967912,1.000000000000,9s Ts, 8h Kd
Draw,2, Ad 5d,Kd 4s,A5 s,K4,0,0.664125061905,0.330132967043,0.005741971052,0.005741971052,1.000000000000,Ad 5d, Kd 4s
3s Ac,1, 3s Ac,Kc 3d,A3,K3,1,0.752535180669,0.225882787169,0.021582032163,0.752535180669,1.000000000000,3s Ac, Kc 3d
Th Tc,1, Th Tc,7d 0h 0m 7s,TT,77,1,0.803739289285,0.192304637494,0.003956073221,0.803739289285,1.000000000000,Th Tc,7d 0h 0m 7s
Jd Ks,1, Jc Ac,Jd Ks,AJ s,KJ,0,0.747943122249,0.237121445725,0.014935432026,0.237121445725,1.000000000000,Jc Ac, Jd Ks
Ah Ac,1, Ah Ac,Kh Jc,AA,KJ,1,0.872095141984,0.123172053561,0.004732804455,0.872095141984,1.000000000000,Ah Ac, Kh Jc
Kc Ad,1, Kc Ad,As Tc,AK,AT,1,0.717089955989,0.236363402760,0.046546641251,0.717089955989,1.000000000000,Kc Ad, As Tc
Kd Qc,1, Kd Qc,7d 0h 0m 5s,KQ,75,1,0.635054873434,0.358234869509,0.006710257057,0.635054873434,1.000000000000,Kd Qc,7d 0h 0m 5s
Kc Ks,1, Kc Ks,Qc Ad,KK,AQ,1,0.719457526234,0.276321260711,0.004221213056,0.719457526234,1.000000000000,Kc Ks, Qc Ad
Jd Kh,1, Jd Kh,5c 4c,KJ,54s,1,0.581075556677,0.412270251077,0.006654192246,0.581075556677,1.000000000000,Jd Kh, 5c 4c
9s As,1, 5c 5d,9s As,55,A9 s,0,0.520961815192,0.474680897785,0.004357287024,0.474680897785,1.000000000000,9s As, 5c 5d
Kc Kh,1, Kc Kh,Ac 6c,KK,A6 s,1,0.681536689747,0.314114783356,0.004348526897,0.681536689747,1.000000000000,Kc Kh, Ac 6c
Jc Js,1, Jc Js,Tc Ks,JJ,KT,1,0.712608275166,0.282716737215,0.004674987619,0.712608275166,1.000000000000,Jc Js, Tc Ks
9h Ac,1, 9h Ac,2s Ks,A9,K2 s,1,0.596419794616,0.399026691522,0.004553513862,0.596419794616,1.000000000000,9h Ac, 2s Ks
Ad Qd,1, Ad Qd,Kd Jc,AQ s,KJ,1,0.641125641241,0.353635802988,0.005238555770,0.641125641241,1.000000000000,Ad Qd, Kd Jc
Qs Qh,1, Qs Qh,Ad Tc,QQ,AT,1,0.709319723600,0.287625328213,0.003054948187,0.709319723600,1.000000000000,Qs Qh, Ad Tc
Ac Ad,1, Ac Ad,Js Jh,AA,JJ,1,0.803114400247,0.193630336669,0.003255263084,0.803114400247,1.000000000000,Ac Ad, Js Jh
Jh As,1, Jh As,Td Ks,AJ,KT,1,0.628419369458,0.367135158243,0.004445472299,0.628419369458,1.000000000000,Jh As, Td Ks
Jd Qs,1, Jd Qs,5d 0h 0m 3s,QJ,53,1,0.645192676067,0.344582504041,0.010224819892,0.645192676067,1.000000000000,Jd Qs,5d 0h 0m 3s
Ts Ac,1, Ts Ac,3h 0m 9s,AT,93,1,0.678235289995,0.317153963315,0.004610746690,0.678235289995,1.000000000000,Ts Ac,3h 0m 9s
Js As,1, Js As,Kh Qc,AJ s,KQ,1,0.618827614723,0.376731001037,0.004441384240,0.618827614723,1.000000000000,Js As, Kh Qc
As 9c,1, Ah Qd,As 9c,AQ,A9,0,0.704364995935,0.238096739831,0.057538264233,0.238096739831,1.000000000000,Ah Qd, As 9c
3h 0m 3s,1, 9c Td,3h 0m 3s,T9,33,0,0.496856866538,0.489492520020,0.013650613442,0.489492520020,1.000000000000,9c Td,3h 0m 3s
3s Ac,1, 3s Ac,Jd 9d,A3,J9 s,1,0.522145600314,0.473322494137,0.004531905549,0.522145600314,1.000000000000,Jd 9d, 3s Ac
9h 0m 9s,1,9h 0m 9s,Ad Qs,99,AQ,1,0.551931783141,0.444223105243,0.003845111616,0.551931783141,1.000000000000,9h 0m 9s, Ad Qs
2h Ac,1, 2h Ac,9h Kd,A2,K9,1,0.580305249535,0.414892449004,0.004802301460,0.580305249535,1.000000000000,9h Kd, 2h Ac
Kh Jc,1, Kh Jc,5s,KJ,75s,1,0.591270008129,0.402464749250,0.006265242620,0.591270008129,1.000000000000,Kh Jc,5s
8d Kd,1, 4c Ac,8d Kd,A4 s,K8 s,0,0.583083961726,0.411957222549,0.004958815724,0.411957222549,1.000000000000,4c Ac, 8d Kd
As 3s,1, Ks Kd,As 3s,KK,A3 s,0,0.674276880741,0.320721670918,0.005001448341,0.320721670918,1.000000000000,Ks Kd, As 3s
Ks Kd,1, Ks Kd,Jc 8d,KK,J8,1,0.847763014044,0.148558900756,0.003678085200,0.847763014044,1.000000000000,Ks Kd, Jc 8d
Qs 4s,1, Kc 8s,Qs 4s,K8,Q4 s,0,0.595030438520,0.397510021585,0.007459539895,0.397510021585,1.000000000000,Qs 4s, Kc 8s
Ac Tc,1, Ac Tc,6s Js,AT s,J6 s,1,0.624057410366,0.371425868304,0.004516721330,0.624057410366,1.000000000000,Ac Tc, 6s Js
Ah Th,1, Ah Th,Jh Kc,AT s,KJ,1,0.613141708482,0.381809538493,0.005048753025,0.613141708482,1.000000000000,Ah Th, Jh Kc
8d 0h 0m 8s,1, Ts Th,8d 0h 0m 8s,TT,88,0,0.813801170820,0.181321190630,0.004877638550,0.181321190630,1.000000000000,Ts Th,8d 0h 0m 8s
9s Ac,1, Ts Tc,9s Ac,TT,A9,0,0.721634709724,0.273981722872,0.004383567404,0.273981722872,1.000000000000,Ts Tc, 9s Ac
Draw,2, Ad Qh,Qs Ac,AQ,AQ,0,0.021731538325,0.021731538325,0.956536923350,0.956536923350,1.000000000000,Ad Qh, Qs Ac
Ad 6s,1, Ad 6s,4h Kc,A6,K4,1,0.635185691326,0.360847139293,0.003967169381,0.635185691326,1.000000000000,Ad 6s, 4h Kc
Qh Ad,1, Qh Ad,4d 8h,AQ,84,1,0.663370522991,0.331385665162,0.005243811846,0.663370522991,1.000000000000,Qh Ad,4d 8h
Ac Jh,1,7d 7h,Ac Jh,77,AJ,0,0.544626421477,0.451683229146,0.003690349377,0.451683229146,1.000000000000,Ac Jh,7d 7h
Ad As,1, Ad As,Jc 6h,AA,J6,1,0.863461161102,0.133749614554,0.002789224343,0.863461161102,1.000000000000,Ad As, Jc 6h
8d 0h 0m 8s,1, Ac As,8d 0h 0m 8s,AA,88,0,0.802938029696,0.193703921734,0.003358048571,0.193703921734,1.000000000000,Ac As,8d 0h 0m 8s
9d 0h 0m 9s,1,9d 0h 0m 9s,Ad Kc,99,AK,1,0.550753254095,0.445336225343,0.003910520562,0.550753254095,1.000000000000,Ad Kc,9d 0h 0m 9s
Ah Ad,1, Ah Ad,Kh Ks,AA,KK,1,0.817146955214,0.178225945860,0.004627098926,0.817146955214,1.000000000000,Ah Ad, Kh Ks
As Ts,1, Qh Qc,As Ts,QQ,AT s,0,0.672204818770,0.324163232697,0.003631948533,0.324163232697,1.000000000000,Qh Qc, As Ts
As Ac,1, As Ac,Ah Kd,AA,AK,1,0.919485675441,0.067987927377,0.012526397182,0.919485675441,1.000000000000,As Ac, Ah Kd
Ac 4d,1, Ac 4d,9d 2h,A4,92,1,0.637793289042,0.356681407040,0.005525303918,0.637793289042,1.000000000000,Ac 4d,9d 2h
3d Ks,1, 9s 9c,3d Ks,99,K3,0,0.711040796494,0.284341448715,0.004617754791,0.284341448715,1.000000000000,9s 9c, 3d Ks
Kd 6c,1, Ac 6d,Kd 6c,A6,K6,0,0.740961301264,0.227662844915,0.031375853820,0.227662844915,1.000000000000,Ac 6d, Kd 6c
7d,1, Qc Kh,7d,KQ,76s,0,0.582306062475,0.411842172885,0.005851764640,0.411842172885,1.000000000000,Qc Kh,7d
3h 0m 5s,1, 8c Jh,3h 0m 5s,J8,53,0,0.637030574010,0.349131929844,0.013837496146,0.349131929844,1.000000000000,8c Jh,3h 0m 5s
6d Qc,1, 6d Qc,5s,Q6,52s,1,0.605216713855,0.385360893860,0.009422392285,0.605216713855,1.000000000000,6d Qc,5s
4c 2c,1,6h,4c 2c,96s,42s,0,0.619973439296,0.351069669872,0.028956890832,0.351069669872,1.000000000000,6h, 4c 2c
Ac 4c,1, Ac 4c,9h Kh,A4 s,K9 s,1,0.571757701903,0.423212817350,0.005029480746,0.571757701903,1.000000000000,9h Kh, Ac 4c
As Jd,1, As Jd,7h Ah,AJ,A7 s,1,0.641848643699,0.283473612162,0.074677744139,0.641848643699,1.000000000000,As Jd, 7h Ah
Th 7d,1, Jc Js,Th 7d,JJ,T7,0,0.851292761098,0.145780188565,0.002927050337,0.145780188565,1.000000000000,Jc Js, Th 7d
5d 0h 0m 5s,1,5d 0h 0m 5s,8s Tc,55,T8,1,0.508356576870,0.481975163289,0.009668259842,0.508356576870,1.000000000000,5d 0h 0m 5s, 8s Tc
Qs 4h,1, 9c As,Qs 4h,A9,Q4,0,0.637013637765,0.358300862464,0.004685499771,0.358300862464,1.000000000000,9c As, Qs 4h
Qd Jc,1, Qd Jc,7d,QJ,87s,1,0.611138559508,0.379714700193,0.009146740298,0.611138559508,1.000000000000,Qd Jc,7d
Th Qd,1, Qc Qh,Th Qd,QQ,QT,0,0.881931596259,0.101528116503,0.016540287239,0.101528116503,1.000000000000,Qc Qh, Th Qd
Ah Jc,1, Js Jh,Ah Jc,JJ,AJ,0,0.684939706968,0.297227595100,0.017832697932,0.297227595100,1.000000000000,Js Jh, Ah Jc
Ks Ah,1, Jc Jd,Ks Ah,JJ,AK,0,0.570907385604,0.425829175193,0.003263439202,0.425829175193,1.000000000000,Jc Jd, Ks Ah
3c 4c,1, As 8s,3c 4c,A8 s,43s,0,0.622947210308,0.371587638644,0.005465151048,0.371587638644,1.000000000000,As 8s, 3c 4c
Qc Jh,1, 7c Ac,Qc Jh,A7 s,QJ,0,0.575544412674,0.419662630000,0.004792957325,0.419662630000,1.000000000000,7c Ac, Qc Jh
5d 5h,1,5d 5h,Ad 9d,55,A9 s,1,0.524278983171,0.470554878106,0.005166138723,0.524278983171,1.000000000000,Ad 9d,5d 5h
Td Th,1, Td Th,As Js,TT,AJ s,1,0.538866930171,0.457568282268,0.003564787561,0.538866930171,1.000000000000,Td Th, As Js
9h Th,1, Qs 8s,9h Th,Q8 s,T9 s,0,0.553907483718,0.437161275101,0.008931241181,0.437161275101,1.000000000000,9h Th, Qs 8s
Qh Qs,1, Qh Qs,Ah Kh,QQ,AK s,1,0.538805609284,0.456457498201,0.004736892514,0.538805609284,1.000000000000,Qh Qs, Ah Kh
Qh Jc,1, Qh Jc,8c 9c,QJ,98s,1,0.611985955765,0.378728893935,0.009285150300,0.611985955765,1.000000000000,Qh Jc, 8c 9c
9h,1,9h,4c 3s,95s,43,1,0.641834043488,0.327289429914,0.030876526598,0.641834043488,1.000000000000,9h, 4c 3s
3c 3h,1, 3c 3h,4d Qd,33,Q4 s,1,0.509669427859,0.480024575075,0.010305997066,0.509669427859,1.000000000000,3c 3h, 4d Qd
